timestamp,template_id,count,mean,std,z_score,template
2008-11-11 08:10:00,17,1,0.0066,0.0808,12.2883,081111 050334 20441 INFO dfs.DataNode$DataXceiver: Received block blk_-4411589101766563890 src: /10.250.14.38:37362 dest: /10.250.14.38:50010 of size 67108864
2008-11-11 01:30:00,15,3,0.0393,0.2534,11.6815,081111 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-10 08:05:00,12,6,0.1934,0.5666,10.2485,081110 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-10 10:35:00,7,45,0.8623,4.607,9.5806,<*> <*> <*> INFO dfs.FSDataset: Deleting block <*> file <*>
2008-11-09 23:50:00,5,2,0.0262,0.213,9.2672,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-09 21:20:00,5,2,0.0262,0.213,9.2672,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-09 20:50:00,5,2,0.0262,0.213,9.2672,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-09 21:45:00,8,2,0.0295,0.2346,8.3986,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-11 00:05:00,15,2,0.0393,0.2534,7.7359,081111 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-10 01:45:00,10,4,0.1705,0.5102,7.5058,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-10 21:00:00,11,36,0.7344,5.0038,7.0478,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>
2008-11-11 04:45:00,7,32,0.8623,4.607,6.7588,<*> <*> <*> INFO dfs.FSDataset: Deleting block <*> file <*>
2008-11-10 21:05:00,7,31,0.8623,4.607,6.5417,<*> <*> <*> INFO dfs.FSDataset: Deleting block <*> file <*>
2008-11-10 08:25:00,9,4,0.2623,0.6361,5.8757,<*> <*> <*> WARN dfs.DataNode$DataXceiver: <*> exception while serving <*> to <*>
2008-11-10 01:55:00,10,3,0.1705,0.5102,5.5458,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-11 07:45:00,16,3,0.1803,0.5164,5.4598,081111 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-11 06:30:00,16,3,0.1803,0.5164,5.4598,081111 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-11 08:45:00,16,3,0.1803,0.5164,5.4598,081111 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-11 09:55:00,2,8,1.0295,1.3012,5.3568,<*> <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
2008-11-10 08:30:00,12,3,0.1934,0.5666,4.9535,081110 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-10 08:20:00,12,3,0.1934,0.5666,4.9535,081110 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-11 04:40:00,11,25,0.7344,5.0038,4.8495,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>
2008-11-11 07:55:00,7,23,0.8623,4.607,4.8052,<*> <*> <*> INFO dfs.FSDataset: Deleting block <*> file <*>
2008-11-11 02:30:00,7,22,0.8623,4.607,4.5882,<*> <*> <*> INFO dfs.FSDataset: Deleting block <*> file <*>
2008-11-11 09:00:00,7,22,0.8623,4.607,4.5882,<*> <*> <*> INFO dfs.FSDataset: Deleting block <*> file <*>
2008-11-09 20:55:00,5,1,0.0262,0.213,4.572,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-09 23:40:00,5,1,0.0262,0.213,4.572,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-10 08:10:00,9,3,0.2623,0.6361,4.3037,<*> <*> <*> WARN dfs.DataNode$DataXceiver: <*> exception while serving <*> to <*>
2008-11-09 22:40:00,9,3,0.2623,0.6361,4.3037,<*> <*> <*> WARN dfs.DataNode$DataXceiver: <*> exception while serving <*> to <*>
2008-11-10 08:15:00,9,3,0.2623,0.6361,4.3037,<*> <*> <*> WARN dfs.DataNode$DataXceiver: <*> exception while serving <*> to <*>
2008-11-09 22:20:00,9,3,0.2623,0.6361,4.3037,<*> <*> <*> WARN dfs.DataNode$DataXceiver: <*> exception while serving <*> to <*>
2008-11-11 02:30:00,11,22,0.7344,5.0038,4.2499,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>
2008-11-10 10:30:00,7,20,0.8623,4.607,4.1541,<*> <*> <*> INFO dfs.FSDataset: Deleting block <*> file <*>
2008-11-09 22:30:00,8,1,0.0295,0.2346,4.1364,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-09 22:05:00,8,1,0.0295,0.2346,4.1364,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-09 21:55:00,8,1,0.0295,0.2346,4.1364,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-09 21:40:00,8,1,0.0295,0.2346,4.1364,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-11 08:55:00,11,21,0.7344,5.0038,4.0501,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>
2008-11-09 21:05:00,3,6,0.9574,1.2466,4.045,<*> <*> <*> INFO dfs.DataNode$PacketResponder: Received block <*> of size <*> from <*>
2008-11-11 07:35:00,3,6,0.9574,1.2466,4.045,<*> <*> <*> INFO dfs.DataNode$PacketResponder: Received block <*> of size <*> from <*>
2008-11-11 10:10:00,1,6,1.0197,1.3052,3.8157,<*> <*> <*> INFO dfs.DataNode$PacketResponder: PacketResponder <*> for block <*> terminating
2008-11-11 08:40:00,1,6,1.0197,1.3052,3.8157,<*> <*> <*> INFO dfs.DataNode$PacketResponder: PacketResponder <*> for block <*> terminating
2008-11-11 02:05:00,15,1,0.0393,0.2534,3.7903,081111 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-11 02:20:00,15,1,0.0393,0.2534,3.7903,081111 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-11 02:30:00,15,1,0.0393,0.2534,3.7903,081111 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-11 00:00:00,15,1,0.0393,0.2534,3.7903,081111 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-11 02:35:00,15,1,0.0393,0.2534,3.7903,081111 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-11 00:45:00,15,1,0.0393,0.2534,3.7903,081111 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-11 00:25:00,15,1,0.0393,0.2534,3.7903,081111 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-10 00:20:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-09 20:55:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 08:55:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 09:35:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 11:20:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 12:15:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 13:55:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 15:00:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 18:30:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 23:00:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-09 21:30:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 08:30:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 01:10:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 19:00:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-11 04:40:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-11 07:00:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-11 09:35:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 08:50:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 15:30:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 17:35:00,6,1,0.0656,0.2479,3.7687,<*> <*> 13 INFO dfs.DataBlockScanner: Verification succeeded for <*>
2008-11-10 21:00:00,7,18,0.8623,4.607,3.7199,<*> <*> <*> INFO dfs.FSDataset: Deleting block <*> file <*>
2008-11-10 22:05:00,11,19,0.7344,5.0038,3.6504,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>
2008-11-10 11:10:00,10,2,0.1705,0.5102,3.5858,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-10 01:05:00,10,2,0.1705,0.5102,3.5858,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-10 10:35:00,10,2,0.1705,0.5102,3.5858,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-10 00:00:00,10,2,0.1705,0.5102,3.5858,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-10 22:45:00,10,2,0.1705,0.5102,3.5858,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-10 22:05:00,10,2,0.1705,0.5102,3.5858,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-10 15:10:00,10,2,0.1705,0.5102,3.5858,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-10 11:40:00,10,2,0.1705,0.5102,3.5858,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-10 01:50:00,10,2,0.1705,0.5102,3.5858,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-11 06:15:00,16,2,0.1803,0.5164,3.5234,081111 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-11 06:55:00,16,2,0.1803,0.5164,3.5234,081111 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-11 07:00:00,16,2,0.1803,0.5164,3.5234,081111 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-11 09:25:00,16,2,0.1803,0.5164,3.5234,081111 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-11 08:30:00,16,2,0.1803,0.5164,3.5234,081111 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-11 09:45:00,16,2,0.1803,0.5164,3.5234,081111 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-11 05:30:00,16,2,0.1803,0.5164,3.5234,081111 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-11 03:20:00,16,2,0.1803,0.5164,3.5234,081111 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-11 09:10:00,16,2,0.1803,0.5164,3.5234,081111 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
2008-11-10 11:40:00,4,5,0.9574,1.1563,3.4962,<*> <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
2008-11-10 14:35:00,4,5,0.9574,1.1563,3.4962,<*> <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
2008-11-11 03:00:00,4,5,0.9574,1.1563,3.4962,<*> <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
2008-11-11 06:50:00,11,17,0.7344,5.0038,3.2507,081110 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>
2008-11-10 11:00:00,3,5,0.9574,1.2466,3.2428,<*> <*> <*> INFO dfs.DataNode$PacketResponder: Received block <*> of size <*> from <*>
2008-11-10 01:35:00,3,5,0.9574,1.2466,3.2428,<*> <*> <*> INFO dfs.DataNode$PacketResponder: Received block <*> of size <*> from <*>
2008-11-10 07:05:00,12,2,0.1934,0.5666,3.1885,081110 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-10 07:10:00,12,2,0.1934,0.5666,3.1885,081110 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-10 07:00:00,12,2,0.1934,0.5666,3.1885,081110 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-10 09:20:00,12,2,0.1934,0.5666,3.1885,081110 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
2008-11-10 15:05:00,2,5,1.0295,1.3012,3.0513,<*> <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
2008-11-10 12:30:00,2,5,1.0295,1.3012,3.0513,<*> <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
2008-11-11 03:00:00,2,5,1.0295,1.3012,3.0513,<*> <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
2008-11-10 01:40:00,1,5,1.0197,1.3052,3.0496,<*> <*> <*> INFO dfs.DataNode$PacketResponder: PacketResponder <*> for block <*> terminating
2008-11-10 23:05:00,1,5,1.0197,1.3052,3.0496,<*> <*> <*> INFO dfs.DataNode$PacketResponder: PacketResponder <*> for block <*> terminating
2008-11-11 07:20:00,1,5,1.0197,1.3052,3.0496,<*> <*> <*> INFO dfs.DataNode$PacketResponder: PacketResponder <*> for block <*> terminating
2008-11-11 02:55:00,1,5,1.0197,1.3052,3.0496,<*> <*> <*> INFO dfs.DataNode$PacketResponder: PacketResponder <*> for block <*> terminating
2008-11-11 07:30:00,1,5,1.0197,1.3052,3.0496,<*> <*> <*> INFO dfs.DataNode$PacketResponder: PacketResponder <*> for block <*> terminating
